RegionID	SizeRank	RegionName	RegionType	StateName	MSAStateName
395053	47	Salt Lake City, UT	msa	UT	['UT']
394669	48	Hartford, CT	msa	CT	['CT']
394425	49	Buffalo, NY	msa	NY	['NY']
394388	50	Birmingham, AL	msa	AL	['AL']
394640	51	Grand Rapids, MI	msa	MI	['MI']
395031	52	Rochester, NY	msa	NY	['NY']
395167	53	Tucson, AZ	msa	AZ	['AZ']
395169	54	Tulsa, OK	msa	OK	['OK']
394619	55	Fresno, CA	msa	CA	['CA']
753924	56	Urban Honolulu, HI	msa	HI	['HI']
394938	57	Omaha, NE	msa	NE	['NE']
395238	58	Worcester, MA	msa	MA	['MA']
394415	59	Bridgeport, CT	msa	CT	['CT']
394653	60	Greenville, SC	msa	SC	['SC']
394312	61	Albuquerque, NM	msa	NM	['NM']
394357	62	Bakersfield, CA	msa	CA	['CA']
394308	63	Albany, NY	msa	NY	['NY']
394753	64	Knoxville, TN	msa	TN	['TN']
394843	65	McAllen, TX	msa	TX	['TX']
394367	66	Baton Rouge, LA	msa	LA	['LA']
753906	67	North Port, FL	msa	FL	['FL']
394908	68	New Haven, CT	msa	CT	['CT']
394486	69	Columbia, SC	msa	SC	['SC']
394318	70	Allentown, PA	msa	PA	['PA']
394561	71	El Paso, TX	msa	TX	['TX']
394952	72	Oxnard, CA	msa	CA	['CA']
394457	73	Charleston, SC	msa	SC	['SC']
845158	74	Dayton, OH	msa	OH	['OH']
394440	75	Cape Coral, FL	msa	FL	['FL']
394648	76	Greensboro, NC	msa	NC	['NC']
394399	77	Boise City, ID	msa	ID	['ID']
395134	78	Stockton, CA	msa	CA	['CA']
394484	79	Colorado Springs, CO	msa	CO	['CO']
394798	80	Little Rock, AR	msa	AR	['AR']
394766	81	Lakeland, FL	msa	FL	['FL']
394531	82	Des Moines, IA	msa	IA	['IA']
394304	83	Akron, OH	msa	OH	['OH']
395115	84	Springfield, MA	msa	MA	['MA']
394931	85	Ogden, UT	msa	UT	['UT']
394528	86	Deltona, FL	msa	FL	['FL']
395235	87	Winston, NC	msa	NC	['NC']
394816	89	Madison, WI	msa	WI	['WI']
395006	90	Provo, UT	msa	UT	['UT']
394549	91	Durham, NC	msa	NC	['NC']
395143	92	Syracuse, NY	msa	NY	['NY']
395224	93	Wichita, KS	msa	KS	['KS']
395160	94	Toledo, OH	msa	OH	['OH']
394352	95	Augusta, GA	msa	GA	['GA']
394957	96	Palm Bay, FL	msa	FL	['FL']
394711	97	Jackson, MS	msa	MS	['MS']
394666	98	Harrisburg, PA	msa	PA	['PA']
395113	99	Spokane, WA	msa	WA	['WA']
394460	100	Chattanooga, TN	msa	TN	['TN']
395075	101	Scranton, PA	msa	PA	['PA']
394871	102	Modesto, CA	msa	CA	['CA']
394590	103	Fayetteville, AR	msa	AR	['AR']
394770	104	Lansing, MI	msa	MI	['MI']
394768	105	Lancaster, PA	msa	PA	['PA']
394997	106	Portland, ME	msa	ME	['ME']
395245	107	Youngstown, OH	msa	OH	['OH']
394589	108	Fayetteville, NC	msa	NC	['NC']
394792	109	Lexington, KY	msa	KY	['KY']
394898	110	Myrtle Beach, SC	msa	SC	['SC']
394971	111	Pensacola, FL	msa	FL	['FL']
394995	112	Port St. Lucie, FL	msa	FL	['FL']
395068	113	Santa Rosa, CA	msa	CA	['CA']
394761	114	Lafayette, LA	msa	LA	['LA']
394698	115	Huntsville, AL	msa	AL	['AL']
395019	116	Reno, NV	msa	NV	['NV']
395116	117	Springfield, MO	msa	MO	['MO']
395195	118	Visalia, CA	msa	CA	['CA']
394746	119	Killeen, TX	msa	TX	['TX']
394338	120	Asheville, NC	msa	NC	['NC']
395244	121	York, PA	msa	PA	['PA']
395183	122	Vallejo, CA	msa	CA	['CA']
753917	123	Santa Maria, CA	msa	CA	['CA']
395048	124	Salem, OR	msa	OR	['OR']
395050	125	Salinas, CA	msa	CA	['CA']
394502	126	Corpus Christi, TX	msa	TX	['TX']
394870	127	Mobile, AL	msa	AL	['AL']
394421	128	Brownsville, TX	msa	TX	['TX']
395051	129	Salisbury, MD	msa	DE	['DE']
395015	130	Reading, PA	msa	PA	['PA']
394658	131	Gulfport, MS	msa	MS	['MS']
394820	132	Manchester, NH	msa	NH	['NH']
394612	133	Fort Wayne, IN	msa	IN	['IN']
394596	134	Flint, MI	msa	MI	['MI']
394327	135	Anchorage, AK	msa	AK	['AK']
394972	136	Peoria, IL	msa	IL	['IL']
394439	137	Canton, OH	msa	OH	['OH']
395070	138	Savannah, GA	msa	GA	['GA']
394901	139	Naples, FL	msa	FL	['FL']
395096	140	Shreveport, LA	msa	LA	['LA']
394372	141	Beaumont, TX	msa	TX	['TX']
395146	142	Tallahassee, FL	msa	FL	['FL']
394576	143	Eugene, OR	msa	OR	['OR']
394520	144	Davenport, IA	msa	IL	['IL']
394927	145	Ocala, FL	msa	FL	['FL']
394875	146	Montgomery, AL	msa	AL	['AL']
394679	147	Hickory, NC	msa	NC	['NC']
395164	148	Trenton, NJ	msa	NJ	['NJ']
394332	149	Ann Arbor, MI	msa	MI	['MI']
394602	150	Fort Collins, CO	msa	CO	['CO']
394697	151	Huntington, WV	msa	OH	['OH']
394796	152	Lincoln, NE	msa	NE	['NE']
395033	153	Rockford, IL	msa	IL	['IL']
394645	154	Greeley, CO	msa	CO	['CO']
394622	155	Gainesville, FL	msa	FL	['FL']
394405	156	Boulder, CO	msa	CO	['CO']
394808	157	Lubbock, TX	msa	TX	['TX']
395109	158	Spartanburg, SC	msa	SC	['SC']
394646	159	Green Bay, WI	msa	WI	['WI']
395107	160	South Bend, IN	msa	IN	['IN']
394488	161	Columbus, GA	msa	GA	['GA']
394579	162	Evansville, IN	msa	IN	['IN']
394471	163	Clarksville, TN	msa	TN	['TN']
395028	164	Roanoke, VA	msa	VA	['VA']
394747	165	Kingsport, TN	msa	TN	['TN']
394741	166	Kennewick, WA	msa	WA	['WA']
395229	167	Wilmington, NC	msa	NC	['NC']
394937	168	Olympia, WA	msa	WA	['WA']
394660	169	Hagerstown, MD	msa	MD	['MD']
753875	170	Crestview, FL	msa	FL	['FL']
394543	171	Duluth, MN	msa	MN	['MN']
395179	172	Utica, NY	msa	NY	['NY']
394803	173	Longview, TX	msa	TX	['TX']
395061	174	San Luis Obispo, CA	msa	CA	['CA']
394851	175	Merced, CA	msa	CA	['CA']
394772	176	Laredo, TX	msa	TX	['TX']
395197	177	Waco, TX	msa	TX	['TX']
394447	178	Cedar Rapids, IA	msa	IA	['IA']
395103	179	Sioux Falls, SD	msa	SD	['SD']
394412	180	Bremerton, WA	msa	WA	['WA']
395065	181	Santa Cruz, CA	msa	CA	['CA']
394572	182	Erie, PA	msa	PA	['PA']
394483	183	College Station, TX	msa	TX	['TX']
394732	184	Kalamazoo, MI	msa	MI	['MI']
394323	185	Amarillo, TX	msa	TX	['TX']
394924	186	Norwich, CT	msa	CT	['CT']
394811	187	Lynchburg, VA	msa	VA	['VA']
394348	188	Atlantic City, NJ	msa	NJ	['NJ']
394455	189	Charleston, WV	msa	WV	['WV']
395171	190	Tuscaloosa, AL	msa	AL	['AL']
395240	191	Yakima, WA	msa	WA	['WA']
394609	192	Fort Smith, AR	msa	AR	['AR']
394585	193	Fargo, ND	msa	ND	['ND']
845160	194	Prescott Valley, AZ	msa	AZ	['AZ']
394334	195	Appleton, WI	msa	WI	['WI']
394387	196	Binghamton, NY	msa	NY	['NY']
395174	197	Tyler, TX	msa	TX	['TX']
753895	198	Lafayette, IN	msa	IN	['IN']
394378	199	Bellingham, WA	msa	WA	['WA']
395161	200	Topeka, KS	msa	KS	['KS']
394813	201	Macon, GA	msa	GA	['GA']
394519	202	Daphne, AL	msa	AL	['AL']
394681	203	Hilton Head Island, SC	msa	SC	['SC']
394454	204	Champaign, IL	msa	IL	['IL']
395030	205	Rochester, MN	msa	MN	['MN']
394848	206	Medford, OR	msa	OR	['OR']
394773	207	Las Cruces, NM	msa	NM	['NM']
394429	208	Burlington, VT	msa	VT	['VT']
394459	209	Charlottesville, VA	msa	VA	['VA']
395247	210	Yuma, AZ	msa	AZ	['AZ']
845164	211	Lebanon, NH	msa	NH	['NH']
394765	212	Lake Havasu City, AZ	msa	AZ	['AZ']
394346	213	Athens, GA	msa	GA	['GA']
394361	214	Barnstable Town, MA	msa	MA	['MA']
394464	215	Chico, CA	msa	CA	['CA']
394763	216	Lake Charles, LA	msa	LA	['LA']
394485	217	Columbia, MO	msa	MO	['MO']
394691	218	Houma, LA	msa	LA	['LA']
394623	219	Gainesville, GA	msa	GA	['GA']
394565	220	Elkhart, IN	msa	IN	['IN']
395114	221	Springfield, IL	msa	IL	['IL']
394726	222	Johnson City, TN	msa	TN	['TN']
394597	223	Florence, SC	msa	SC	['SC']
394716	224	Jacksonville, NC	msa	NC	['NC']
394680	225	Hilo, HI	msa	HI	['HI']
395118	226	St. Cloud, MN	msa	MN	['MN']
394380	227	Bend, OR	msa	OR	['OR']
394872	228	Monroe, LA	msa	LA	['LA']
395011	229	Racine, WI	msa	WI	['WI']
395009	230	Punta Gorda, FL	msa	FL	['FL']
395047	231	Saginaw, MI	msa	MI	['MI']
395202	232	Warner Robins, GA	msa	GA	['GA']
395151	233	Terre Haute, IN	msa	IN	['IN']
395119	234	St. George, UT	msa	UT	['UT']
394386	235	Billings, MT	msa	MT	['MT']
394860	236	Midland, TX	msa	TX	['TX']
394539	237	Dover, DE	msa	DE	['DE']
394651	238	Greenville, NC	msa	NC	['NC']
394406	239	Bowling Green, KY	msa	KY	['KY']
394559	240	El Centro, CA	msa	CA	['CA']
394729	241	Joplin, MO	msa	MO	['MO']
395162	242	Torrington, CT	msa	CT	['CT']
394712	243	Jackson, TN	msa	TN	['TN']
395018	244	Redding, CA	msa	CA	['CA']
394748	245	Kingston, NY	msa	NY	['NY']
395246	246	Yuba City, CA	msa	CA	['CA']
394707	247	Iowa City, IA	msa	IA	['IA']
394896	248	Muskegon, MI	msa	MI	['MI']
394299	249	Abilene, TX	msa	TX	['TX']
394944	250	Oshkosh, WI	msa	WI	['WI']
394428	251	Burlington, NC	msa	NC	['NC']
394960	252	Panama City, FL	msa	FL	['FL']
753869	253	Bloomington, IL	msa	IL	['IL']
394480	254	Coeur d'Alene, ID	msa	ID	['ID']
394553	255	East Stroudsburg, PA	msa	PA	['PA']
394555	256	Eau Claire, WI	msa	WI	['WI']
395007	257	Pueblo, CO	msa	CO	['CO']
394671	258	Hattiesburg, MS	msa	MS	['MS']
394393	259	Bloomington, IN	msa	IN	['IN']
395210	260	Waterloo, IA	msa	IA	['IA']
394731	261	Kahului, HI	msa	HI	['HI']
394930	262	Odessa, TX	msa	TX	['TX']
394392	263	Blacksburg, VA	msa	VA	['VA']
394351	264	Auburn, AL	msa	AL	['AL']
395170	265	Tupelo, MS	msa	MS	['MS']
395215	266	Wausau, WI	msa	WI	['WI']
394720	267	Janesville, WI	msa	WI	['WI']
395079	268	Sebastian, FL	msa	FL	['FL']
395125	269	State College, PA	msa	PA	['PA']
394814	270	Madera, CA	msa	CA	['CA']
394710	271	Jackson, MI	msa	MI	['MI']
394453	272	Chambersburg, PA	msa	PA	['PA']
394639	273	Grand Junction, CO	msa	CO	['CO']
394703	274	Idaho Falls, ID	msa	ID	['ID']
394563	275	Elizabethtown, KY	msa	KY	['KY']
394917	276	Niles, MI	msa	MI	['MI']
394685	277	Homosassa Springs, FL	msa	FL	['FL']
394523	278	Decatur, AL	msa	AL	['AL']
394662	279	Hanford, CA	msa	CA	['CA']
394493	280	Concord, NH	msa	NH	['NH']
395223	281	Wichita Falls, TX	msa	TX	['TX']
395066	282	Santa Fe, NM	msa	NM	['NM']
394359	283	Bangor, ME	msa	ME	['ME']
395163	284	Traverse City, MI	msa	MI	['MI']
394314	285	Alexandria, LA	msa	LA	['LA']
394873	286	Monroe, MI	msa	MI	['MI']
394537	287	Dothan, AL	msa	AL	['AL']
394723	288	Jefferson City, MO	msa	MO	['MO']
395152	289	Texarkana, TX	msa	TX	['TX']
394598	290	Florence, AL	msa	AL	['AL']
395182	291	Valdosta, GA	msa	GA	['GA']
394802	292	London, KY	msa	KY	['KY']
395193	293	Vineland, NJ	msa	NJ	['NJ']
395036	294	Rocky Mount, NC	msa	NC	['NC']
845167	295	Ottawa, IL	msa	IL	['IL']
394306	296	Albany, GA	msa	GA	['GA']
395102	297	Sioux City, IA	msa	IA	['IA']
395013	298	Rapid City, SD	msa	SD	['SD']
394800	299	Logan, UT	msa	UT	['UT']
394880	300	Morristown, TN	msa	TN	['TN']
394515	301	Dalton, GA	msa	GA	['GA']
394595	302	Flagstaff, AZ	msa	AZ	['AZ']
395232	303	Winchester, VA	msa	VA	['VA']
394783	304	Lebanon, PA	msa	PA	['PA']
395000	305	Pottsville, PA	msa	PA	['PA']
394879	306	Morgantown, WV	msa	WV	['WV']
395139	307	Sumter, SC	msa	SC	['SC']
395153	308	The Villages, FL	msa	FL	['FL']
395094	309	Sherman, TX	msa	TX	['TX']
395221	310	Wheeling, WV	msa	OH	['OH']
394756	311	La Crosse, WI	msa	WI	['WI']
394661	312	Hammond, LA	msa	LA	['LA']
394900	313	Napa, CA	msa	CA	['CA']
394668	314	Harrisonburg, VA	msa	VA	['VA']
394728	315	Jonesboro, AR	msa	AR	['AR']
394442	316	Carbondale, IL	msa	IL	['IL']
394577	317	Eureka, CA	msa	CA	['CA']
395117	318	Springfield, OH	msa	OH	['OH']
394368	319	Battle Creek, MI	msa	MI	['MI']
394307	320	Albany, OR	msa	OR	['OR']
394890	321	Mount Vernon, WA	msa	WA	['WA']
394821	322	Manhattan, KS	msa	KS	['KS']
394810	323	Lumberton, NC	msa	NC	['NC']
394390	324	Bismarck, ND	msa	ND	['ND']
394727	325	Johnstown, PA	msa	PA	['PA']
395098	326	Sierra Vista, AZ	msa	AZ	['AZ']
394780	327	Lawton, OK	msa	OK	['OK']
394719	328	Jamestown, NY	msa	NY	['NY']
394474	329	Cleveland, TN	msa	TN	['TN']
394983	330	Pittsfield, MA	msa	MA	['MA']
394325	331	Ames, IA	msa	IA	['IA']
395128	332	Staunton, VA	msa	VA	['VA']
394633	333	Glens Falls, NY	msa	NY	['NY']
394635	334	Goldsboro, NC	msa	NC	['NC']
394588	335	Farmington, NM	msa	NM	['NM']
394905	336	New Bern, NC	msa	NC	['NC']
394353	337	Augusta, ME	msa	ME	['ME']
395054	338	San Angelo, TX	msa	TX	['TX']
395120	339	St. Joseph, MO	msa	MO	['MO']
394778	340	Lawrence, KS	msa	KS	['KS']
394867	341	Missoula, MT	msa	MT	['MT']
395218	342	Wenatchee, WA	msa	WA	['WA']
394321	343	Altoona, PA	msa	PA	['PA']
394824	344	Mansfield, OH	msa	OH	['OH']
394949	345	Owensboro, KY	msa	KY	['KY']
394423	346	Brunswick, GA	msa	GA	['GA']
753890	347	Holland, MI	msa	MI	['MI']
394407	348	Bozeman, MT	msa	MT	['MT']
395237	349	Wooster, OH	msa	OH	['OH']
394495	350	Cookeville, TN	msa	TN	['TN']
395089	351	Sheboygan, WI	msa	WI	['WI']
395217	352	Weirton, WV	msa	OH	['OH']
394374	353	Beckley, WV	msa	WV	['WV']
753872	354	California, MD	msa	MD	['MD']
394333	355	Anniston, AL	msa	AL	['AL']
394893	356	Muncie, IN	msa	IN	['IN']
395225	357	Williamsport, PA	msa	PA	['PA']
395173	358	Twin Falls, ID	msa	ID	['ID']
395095	359	Show Low, AZ	msa	AZ	['AZ']
394804	360	Longview, WA	msa	WA	['WA']
395039	361	Roseburg, OR	msa	OR	['OR']
394857	362	Michigan City, IN	msa	IN	['IN']
394734	363	Kankakee, IL	msa	IL	['IL']
394788	364	Lewiston, ME	msa	ME	['ME']
395023	365	Richmond, KY	msa	KY	['KY']
395213	366	Watertown, NY	msa	NY	['NY']
394932	367	Ogdensburg, NY	msa	NY	['NY']
395080	368	Sebring, FL	msa	FL	['FL']
395168	369	Tullahoma, TN	msa	TN	['TN']
394733	370	Kalispell, MT	msa	MT	['MT']
394396	371	Bluefield, WV	msa	VA	['VA']
395222	372	Whitewater, WI	msa	WI	['WI']
753912	373	Pinehurst, NC	msa	NC	['NC']
394762	374	LaGrange, GA	msa	GA	['GA']
394524	375	Decatur, IL	msa	IL	['IL']
394599	376	Fond du Lac, WI	msa	WI	['WI']
394630	377	Gettysburg, PA	msa	PA	['PA']
394823	378	Mankato, MN	msa	MN	['MN']
394369	379	Bay City, MI	msa	MI	['MI']
394620	380	Gadsden, AL	msa	AL	['AL']
394794	381	Lima, OH	msa	OH	['OH']
753915	382	Salem, OH	msa	OH	['OH']
394709	383	Ithaca, NY	msa	NY	['NY']
394462	384	Cheyenne, WY	msa	WY	['WY']
394637	385	Grand Forks, ND	msa	MN	['MN']
394689	386	Hot Springs, AR	msa	AR	['AR']
394518	387	Danville, VA	msa	VA	['VA']
395166	388	Truckee, CA	msa	CA	['CA']
395190	389	Victoria, TX	msa	TX	['TX']
394882	390	Moses Lake, WA	msa	WA	['WA']
395086	391	Sevierville, TN	msa	TN	['TN']
395090	392	Shelby, NC	msa	NC	['NC']
395038	393	Rome, GA	msa	GA	['GA']
394852	394	Meridian, MS	msa	MS	['MS']
394302	395	Adrian, MI	msa	MI	['MI']
394542	396	Dubuque, IA	msa	IA	['IA']
394441	397	Cape Girardeau, MO	msa	MO	['MO']
394311	398	Albertville, AL	msa	AL	['AL']
394513	399	Cumberland, MD	msa	MD	['MD']
394340	400	Ashtabula, OH	msa	OH	['OH']
394988	401	Pocatello, ID	msa	ID	['ID']
394953	402	Paducah, KY	msa	KY	['KY']
394580	403	Fairbanks, AK	msa	AK	['AK']
394410	404	Brainerd, MN	msa	MN	['MN']
394501	405	Corning, NY	msa	NY	['NY']
394505	406	Corvallis, OR	msa	OR	['OR']
394469	407	Clarksburg, WV	msa	WV	['WV']
394911	408	New Philadelphia, OH	msa	OH	['OH']
394928	409	Ocean City, NJ	msa	NJ	['NJ']
395140	410	Sunbury, PA	msa	PA	['PA']
753887	411	Hermiston, OR	msa	OR	['OR']
394964	412	Parkersburg, WV	msa	WV	['WV']
394641	413	Grants Pass, OR	msa	OR	['OR']
394373	414	Beaver Dam, WI	msa	WI	['WI']
394809	415	Lufkin, TX	msa	TX	['TX']
394980	416	Pine Bluff, AR	msa	AR	['AR']
395175	417	Ukiah, CA	msa	CA	['CA']
395248	418	Zanesville, OH	msa	OH	['OH']
394925	419	Oak Harbor, WA	msa	WA	['WA']
395042	420	Russellville, AR	msa	AR	['AR']
394942	421	Orangeburg, SC	msa	SC	['SC']
394907	422	New Castle, PA	msa	PA	['PA']
395212	423	Watertown, WI	msa	WI	['WI']
394511	424	Cullman, AL	msa	AL	['AL']
394489	425	Columbus, IN	msa	IN	['IN']
394776	426	Laurel, MS	msa	MS	['MS']
394345	427	Athens, TX	msa	TX	['TX']
394847	428	Meadville, PA	msa	PA	['PA']
394704	429	Indiana, PA	msa	PA	['PA']
394859	430	Midland, MI	msa	MI	['MI']
394682	431	Hinesville, GA	msa	GA	['GA']
394395	432	Bloomsburg, PA	msa	PA	['PA']
394755	433	Kokomo, IN	msa	IN	['IN']
394568	434	Elmira, NY	msa	NY	['NY']
394675	435	Helena, MT	msa	MT	['MT']
394452	436	Centralia, WA	msa	WA	['WA']
395231	437	Wilson, NC	msa	NC	['NC']
395133	438	Stillwater, OK	msa	OK	['OK']
394941	439	Opelousas, LA	msa	LA	['LA']
394644	440	Great Falls, MT	msa	MT	['MT']
395126	441	Statesboro, GA	msa	GA	['GA']
394445	442	Casper, WY	msa	WY	['WY']
395085	443	Seneca, SC	msa	SC	['SC']
395145	444	Talladega, AL	msa	AL	['AL']
394986	445	Plattsburgh, NY	msa	NY	['NY']
395205	446	Warsaw, IN	msa	IN	['IN']
394822	447	Manitowoc, WI	msa	WI	['WI']
395077	448	Searcy, AR	msa	AR	['AR']
394541	449	DuBois, PA	msa	PA	['PA']
753881	450	Glenwood Springs, CO	msa	CO	['CO']
394994	451	Port Angeles, WA	msa	WA	['WA']
394674	452	Heber, UT	msa	UT	['UT']
394866	453	Minot, ND	msa	ND	['ND']
394465	454	Chillicothe, OH	msa	OH	['OH']
394738	455	Keene, NH	msa	NH	['NH']
753893	456	Jefferson, GA	msa	GA	['GA']
394350	457	Auburn, NY	msa	NY	['NY']
394298	458	Aberdeen, WA	msa	WA	['WA']
394936	459	Olean, NY	msa	NY	['NY']
394593	460	Findlay, OH	msa	OH	['OH']
394638	461	Grand Island, NE	msa	NE	['NE']
394516	462	Danville, IL	msa	IL	['IL']
394955	463	Palatka, FL	msa	FL	['FL']
395010	464	Quincy, IL	msa	IL	['IL']
394999	465	Portsmouth, OH	msa	OH	['OH']
394614	466	Frankfort, KY	msa	KY	['KY']
394744	467	Key West, FL	msa	FL	['FL']
395062	468	Sandusky, OH	msa	OH	['OH']
395088	469	Shawnee, OK	msa	OK	['OK']
395106	470	Somerset, PA	msa	PA	['PA']
394764	471	Lake City, FL	msa	FL	['FL']
753928	472	Wisconsin Rapids, WI	msa	WI	['WI']
394699	473	Huntsville, TX	msa	TX	['TX']
394736	474	Kapaa, HI	msa	HI	['HI']
394683	475	Hobbs, NM	msa	NM	['NM']
394884	476	Mount Airy, NC	msa	NC	['NC']
394655	478	Greenwood, SC	msa	SC	['SC']
395132	479	Stevens Point, WI	msa	WI	['WI']
394626	480	Gallup, NM	msa	NM	['NM']
394647	481	Greeneville, TN	msa	TN	['TN']
394877	482	Morehead City, NC	msa	NC	['NC']
394885	483	Mount Pleasant, MI	msa	MI	['MI']
394752	484	Klamath Falls, OR	msa	OR	['OR']
395027	485	Roanoke Rapids, NC	msa	NC	['NC']
395092	486	Shelton, WA	msa	WA	['WA']
394922	487	North Wilkesboro, NC	msa	NC	['NC']
394305	488	Alamogordo, NM	msa	NM	['NM']
394897	489	Muskogee, OK	msa	OK	['OK']
394586	490	Faribault, MN	msa	MN	['MN']
394600	491	Forest City, NC	msa	NC	['NC']
394587	492	Farmington, MO	msa	MO	['MO']
394829	493	Marquette, MI	msa	MI	['MI']
395021	494	Richmond, IN	msa	IN	['IN']
395105	495	Somerset, KY	msa	KY	['KY']
394343	496	Athens, OH	msa	OH	['OH']
394826	497	Marion, IN	msa	IN	['IN']
394827	498	Marion, OH	msa	OH	['OH']
394899	499	Nacogdoches, TX	msa	TX	['TX']
395040	500	Roswell, NM	msa	NM	['NM']
394496	500	Coos Bay, OR	msa	OR	['OR']
395016	502	Red Bluff, CA	msa	CA	['CA']
394472	503	Clearlake, CA	msa	CA	['CA']
394360	504	Baraboo, WI	msa	WI	['WI']
395024	505	Rio Grande City, TX	msa	TX	['TX']
394540	506	Dublin, GA	msa	GA	['GA']
394787	507	Lewiston, ID	msa	ID	['ID']
394629	509	Georgetown, SC	msa	SC	['SC']
394825	512	Marinette, WI	msa	WI	['WI']
394836	513	Martinsville, VA	msa	VA	['VA']
394889	514	Mount Vernon, OH	msa	OH	['OH']
395063	515	Sanford, NC	msa	NC	['NC']
394701	516	Hutchinson, KS	msa	KS	['KS']
394509	517	Crossville, TN	msa	TN	['TN']
394759	518	Laconia, NH	msa	NH	['NH']
395199	519	Walla Walla, WA	msa	WA	['WA']
394456	520	Charleston, IL	msa	IL	['IL']
394631	521	Gillette, WY	msa	WY	['WY']
394570	522	Enid, OK	msa	OK	['OK']
395136	523	Sturgis, MI	msa	MI	['MI']
395071	524	Sayre, PA	msa	PA	['PA']
753903	525	Marietta, OH	msa	OH	['OH']
395049	526	Salina, KS	msa	KS	['KS']
394693	527	Hudson, NY	msa	NY	['NY']
395124	528	Starkville, MS	msa	MS	['MS']
394432	529	Calhoun, GA	msa	GA	['GA']
394591	530	Fergus Falls, MN	msa	MN	['MN']
394939	531	Oneonta, NY	msa	NY	['NY']
394336	532	Ardmore, OK	msa	OK	['OK']
394551	534	Eagle Pass, TX	msa	TX	['TX']
394618	535	Fremont, OH	msa	OH	['OH']
394362	536	Barre, VT	msa	VT	['VT']
394592	537	Fernley, NV	msa	NV	['NV']
394490	538	Columbus, MS	msa	MS	['MS']
753877	539	Cullowhee, NC	msa	NC	['NC']
394923	540	Norwalk, OH	msa	OH	['OH']
394956	541	Palestine, TX	msa	TX	['TX']
395044	542	Rutland, VT	msa	VT	['VT']
394605	543	Fort Madison, IA	msa	IA	['IA']
394621	544	Gaffney, SC	msa	SC	['SC']
394365	545	Batavia, NY	msa	NY	['NY']
394446	546	Cedar City, UT	msa	UT	['UT']
394737	547	Kearney, NE	msa	NE	['NE']
394547	548	Durango, CO	msa	CO	['CO']
394402	549	Boone, NC	msa	NC	['NC']
394989	550	Point Pleasant, WV	msa	OH	['OH']
394411	551	Branson, MO	msa	MO	['MO']
394444	552	Carson City, NV	msa	NV	['NV']
394582	553	Fairmont, WV	msa	WV	['WV']
394977	554	Picayune, MS	msa	MS	['MS']
394940	555	Ontario, OR	msa	OR	['OR']
394750	556	Kinston, NC	msa	NC	['NC']
394993	557	Poplar Bluff, MO	msa	MO	['MO']
395122	558	St. Marys, GA	msa	GA	['GA']
395216	559	Waycross, GA	msa	GA	['GA']
394366	560	Batesville, AR	msa	AR	['AR']
394566	561	Elko, NV	msa	NV	['NV']
395157	562	Tiffin, OH	msa	OH	['OH']
394556	563	Edwards, CO	msa	CO	['CO']
394721	564	Jasper, IN	msa	IN	['IN']
